Country,Date,Time,Year,Site,Cluster,Plot,Latitude,Longitude,Altitude,Accuracy,Photo,SlopeDn,SlopeUp,AvSlope,MajLform,LformDes,PosTopoSeq,PlotCultMgd,Trees,Shrubs,LandOwnership,SEVEREEROS,SWCDescr,AvShrubDensity,AvTreeDensity,VegStructure,ImpactTreeCutting,ImpactAgric,ImpactGrazing,ImpactFire,ImpactUrban,ImpactIndustry,ImpactErosion,ImpactAlienVeg,ImpactCollecting,ImpactOther,fym,freq,fert,fallow,Brnt,KEY,notes1,notes2,LDSFID,LandUse,Crop,Age,Rotation,Intercrping,BrntFreq,FallowYrs
Kenya,28-Feb-19,2:44:00 PM,"2019",Thange,1,1,-2.54331,37.965,964.5,5,media/1551354343879.jpg,3,2,2.5,sloping,low_gradient_hill,midslope,no,yes,1,private,0,none,700,775,bushland,1,0,1,0,0,0,0,0,0,0,,,,,,uuid:57dcdc87-6bee-4b45-99f2-e81fc1ba8ae1,,,,pasture_rangeland,,,,,,
Kenya,6-Mar-19,9:16:00 AM,"2019",Thange,1,2,-2.55056,37.9629,957.8,5,media/1551853033080.jpg,2,1,1.5,sloping,low_gradient_hill,bottomland,no,yes,1,private,0,none,225,650,bushland,1,0,1,0,0,0,0,1,1,0,,,,,,uuid:35ed2b75-52f2-4b13-9fb1-f1198ccb51dd,,,,pasture_rangeland,,,,,,
Kenya,28-Feb-19,11:21:00 AM,"2019",Thange,1,3,-2.54349,37.9688,963.5,5,media/1551342103479.jpg,3,2,2.5,sloping,low_gradient_hill,ridge_crest,no,yes,1,private,0,none,375,425,bushland,1,0,1,0,0,0,0,0,0,0,,,,,,uuid:a3dbdebe-ecd4-410b-ac20-ac6b10bf2a4d,,,,pasture_rangeland,,,,,,
Kenya,28-Feb-19,8:59:00 AM,"2019",Thange,1,4,-2.5497,37.9661,965.2,5,media/1551333586922.jpg,1,0,0.5,sloping,valley,bottomland,no,yes,1,private,1,none,0,0,grassland,3,0,0,0,0,0,2,0,0,0,,,,,,uuid:8aec246c-d189-451a-8879-82d25102b59e,"Cumass 20 cm,infiltration",Plot planned to be cultivated this season,,pasture_rangeland,,,,,,
Kenya,28-Feb-19,12:58:00 PM,"2019",Thange,1,5,-2.54653,37.9615,969.7,5,media/1551347911031.jpg,2,1,1.5,sloping,low_gradient_hill,bottomland,no,yes,1,private,0,none,350,775,bushland,1,0,2,0,0,0,0,0,1,0,,,,,,uuid:0192e49f-3b29-4340-84f6-c2bab1090df7,Infiltration,,,pasture_rangeland,,,,,,
Kenya,28-Feb-19,10:25:00 AM,"2019",Thange,1,6,-2.54467,37.9687,969.6,4,media/1551338808917.jpg,7,5,6,sloping,low_gradient_hill,bottomland,no,yes,1,private,0,none,175,750,bushland,1,0,3,0,0,0,0,0,1,0,,,,,,uuid:358fd6dd-0912-4c6a-a68a-a613fabb9a9e,,,,pasture_rangeland,,,,,,
Kenya,28-Feb-19,9:42:00 AM,"2019",Thange,1,7,-2.54564,37.9679,970.6,3,media/1551336179424.jpg,1,3,2,sloping,low_gradient_hill,bottomland,no,yes,1,private,0,none,75,275,bushland,1,0,3,0,0,0,1,0,1,0,,,,,,uuid:4fb17ed5-c919-452b-a30e-72aa99d8c827,Infiltration,,,pasture_rangeland,,,,,,
Kenya,28-Feb-19,4:34:00 PM,"2019",Thange,1,8,-2.5471,37.9697,954.3,5,media/1551360868477.jpg,0,1,0.5,sloping,valley,bottomland,yes,yes,1,private,0,struc,150,100,cropland,0,3,0,0,0,0,0,0,0,0,yes,,no,no,no,uuid:41f6f261-808f-4fb9-800f-5790dce4dd27,,"Use ox plough,
Home consumption and cash crop,
Inter crop maize and beans or cowpeas",,annual_crop,"Maize, millet, beans, cowpeas",30,no,yes,,
Kenya,6-Mar-19,8:13:00 AM,"2019",Thange,1,9,-2.55061,37.9678,964.7,5,media/1551849245467.jpg,5,2,3.5,sloping,valley,bottomland,yes,yes,1,private,0,none,0,175,cropland,0,3,0,0,0,0,1,0,0,0,no,,no,no,no,uuid:c6a9c15a-90d7-425e-b490-99af25221864,,"Use ox plough,
Home consumption and cash crop.",,annual_crop,"Cowpeas, maize, green grams",48,no,yes,,
Kenya,28-Feb-19,12:06:00 PM,"2019",Thange,1,10,-2.54807,37.966,956.5,4,media/1551344800420.jpg,2,3,2.5,sloping,valley,bottomland,yes,yes,0,private,0,none,0,0,cropland,0,3,1,0,0,0,1,0,1,0,no,,no,no,no,uuid:18ba04e8-97b4-498c-b1f5-a55f8ffcca06,Cumass 45 cm,Graze after harvesting.,,annual_crop,"Pigeon peas, maize, beans",4,no,yes,,
Kenya,1-Mar-19,3:22:00 PM,"2019",Thange,2,1,-2.52233,37.9558,956.3,5,media/1551442947486.jpg,2,0,1,sloping,low_gradient_hill,bottomland,no,yes,1,private,1,none,375,275,bushland,0,0,2,0,0,0,1,0,1,0,,,,,,uuid:1230c2af-ab15-4c5e-bb37-87a08ffcfd04,Cumass 20 cm,,,pasture_rangeland,,,,,,
Kenya,1-Mar-19,10:28:00 AM,"2019",Thange,2,2,-2.52873,37.9633,963.7,5,media/1551425370395.jpg,0,1,0.5,sloping,low_gradient_hill,bottomland,yes,yes,1,private,0,none,0,75,cropland,0,3,0,0,0,0,1,0,0,0,no,,no,no,no,uuid:040742ae-865a-47fa-95b4-e12b72b2655c,Cumass 50 cm,"Use ox plough,
Graze after harvesting,
Home consumption and cash crop,
Inter crop maize and beans or cowpeas",,annual_crop,"Maize, cowpeas, pigeon peas",45,no,yes,,
Kenya,1-Mar-19,11:04:00 AM,"2019",Thange,2,3,-2.52442,37.9618,956.7,5,media/1551427502852.jpg,1,0,0.5,sloping,low_gradient_hill,bottomland,yes,yes,1,private,0,veg,0,50,cropland,0,3,0,0,0,1,0,1,0,0,no,,no,no,no,uuid:4643e449-b3b1-4856-8c85-1f66379bddff,"Cumass 110 cm,infiltration","Home consumption and cash crop,
Use ox plough,
Graze after harvesting",,annual_crop,"Maize, cowpeas, millet, pigeon peas, beans",45,no,yes,,
Kenya,1-Mar-19,9:40:00 AM,"2019",Thange,2,4,-2.52884,37.9651,960,5,media/1551422450166.jpg,0,0,0,sloping,plain,bottomland,yes,yes,1,private,0,none,0,50,cropland,0,3,1,0,0,0,1,1,0,0,no,,no,no,no,uuid:16caeff4-94c9-42d9-9ff9-515f6253dd96,Cumass 110 cm,"Use ox plough,
Home consumption and cash crop,
Graze after harvesting",,annual_crop,"Maize, beans, cowpeas",45,yes,yes,,
Kenya,1-Mar-19,1:16:00 PM,"2019",Thange,2,5,-2.5271,37.9613,966.4,5,media/1551435428967.jpg,2,1,1.5,sloping,plain,bottomland,no,yes,1,private,0,none,975,525,bushland,1,0,1,0,0,0,0,0,1,0,,,,,,uuid:00dd79b1-6a67-4394-b8de-c02adea2d4dc,"Cumass 50 cm,infiltration",,,pasture_rangeland,,,,,,
Kenya,1-Mar-19,9:04:00 AM,"2019",Thange,2,6,-2.52716,37.9642,963.3,5,media/1551420332225.jpg,0,1,0.5,sloping,plain,bottomland,yes,no,0,private,1,none,0,0,cropland,0,3,0,0,0,0,1,0,0,0,no,,no,no,no,uuid:58768834-8fee-48fa-b300-35c18e0cf652,"Cumass 110 cm,infiltration","Use ox plough,
Home consumption and cash crop,. Inter crop maize and beans or cowpeas,
Graze after harvesting",,annual_crop,"Maize, cowpeas, beans",45,no,yes,,
Kenya,1-Mar-19,12:06:00 PM,"2019",Thange,2,7,-2.52613,37.9579,971.3,5,media/1551431192013.jpg,1,0,0.5,sloping,plain,bottomland,yes,no,0,private,0,none,0,0,cropland,0,3,1,0,0,0,1,0,0,0,no,,no,no,no,uuid:146bd75b-fdc0-4bfe-8d55-943bddfff8b7,Cumass 20 cm,"Graze after harvesting,
Use ox plough,
Home consumption and cash crop,
Inter crop maize and beans or cowpeas",,annual_crop,"Maize, cowpeas, green grams, pigeon peas, beans",45,no,yes,,
Kenya,1-Mar-19,4:19:00 PM,"2019",Thange,2,8,-2.52076,37.9644,954.9,5,media/1551446363266.jpg,2,3,2.5,sloping,low_gradient_hill,footslope,yes,no,0,private,0,veg struc,0,0,cropland,0,3,0,0,0,0,2,0,0,0,no,,no,no,no,uuid:d8a78c11-59fb-46f3-9378-91d11566a9c1,Cumass 80 cm,"Inter crop maize and beans or cowpeas or green grams,
Use tractor or ox plough,
Home consumption and cash crop,
They graze after harvesting",,annual_crop,"Maize, millet,cowpeas, pigeon peas,green grams",31,no,yes,,
Kenya,1-Mar-19,3:51:00 PM,"2019",Thange,2,9,-2.52163,37.9584,956.1,5,media/1551444677549.jpg,2,1,1.5,sloping,low_gradient_hill,footslope,yes,yes,1,private,0,none,0,0,cropland,0,3,2,0,0,0,1,0,0,0,no,,no,no,no,uuid:7cdbf36a-2de3-4d94-b1eb-6613349d583c,Cumass 20 cm,Plot grazed after harvesting,,annual_crop,"Maize, cowpeas, beans",8,no,yes,,
Kenya,1-Mar-19,5:21:00 PM,"2019",Thange,2,15,-2.52091,37.9624,958.9,5,media/1551449110925.jpg,3,2,2.5,sloping,low_gradient_hill,footslope,yes,yes,1,private,0,veg struc,0,0,cropland,0,3,0,0,0,0,1,0,0,0,no,,no,no,no,uuid:ef2bb05a-4600-4514-a9e5-0f29e188d804,Cumass 50 cm,"Inter crop maize and beans or cowpeas,
Graze after harvesting,
Home consumption and cash crop,
Earthing using ox plough",,annual_crop,"Maize, beans, cowpeas, millet,pigeon peas",35,no,yes,,
Kenya,2-Mar-19,10:04:00 AM,"2019",Thange,3,1,-2.50041,37.9709,957.5,4,media/1551510279010.jpg,3,2,2.5,sloping,low_gradient_hill,bottomland,yes,no,0,private,0,struc,0,0,cropland,0,3,0,0,0,0,1,0,0,0,no,,no,no,no,uuid:50c84754-2e7e-437a-8ac4-c68a492d1867,"Cumass 80 cm,infiltration","Home consumption and cash crop,
Use tractor,
Inter crop maize and cowpeas or cowpeas or green grams",,annual_crop,"Maize, pigeon peas, bean,cowpeas, green grams",45,no,yes,,
Kenya,2-Mar-19,11:37:00 AM,"2019",Thange,3,2,-2.50256,37.9706,963.6,5,media/1551515414390.jpg,1,1,1,sloping,low_gradient_hill,bottomland,yes,no,0,private,0,none,0,0,cropland,0,3,1,0,0,0,2,0,0,0,no,,no,no,no,uuid:07df4bfe-56d7-4023-a60b-c5ba8198a81a,Cumass 50 cm,"Inter crop maize and cowpeas or cowpeas,
Home consumption and cash crop,
Use tractor",,annual_crop,"Maize, millet,pigeon peas,beans",45,no,yes,,
Kenya,2-Mar-19,10:50:00 AM,"2019",Thange,3,3,-2.49955,37.9697,967.4,5,media/1551513090620.jpg,1,1,1,sloping,low_gradient_hill,bottomland,yes,no,0,private,0,none,0,0,cropland,0,3,0,0,0,0,1,0,0,,no,,no,no,no,uuid:9d6dc6ee-5deb-4f55-a560-19154a3c7aa6,Cumass 80 cm,"Use tractor,
Cash crop",,annual_crop,"Maize, beans, cowpeas, pigeon peas",45,no,yes,,
Kenya,2-Mar-19,3:54:00 PM,"2019",Thange,3,4,-2.50541,37.9665,954.9,4,media/1551530376768.jpg,0,1,0.5,sloping,low_gradient_hill,bottomland,yes,yes,0,private,0,none,0,0,cropland,0,3,0,0,0,0,1,0,0,0,no,,no,no,no,uuid:2b61bb95-a3f2-4319-9cfe-f6266a2973b4,,"Inter crop maize and cowpeas or beans,
Use ox plough",,perennial_crop,"Maize, cowpeas, green grams, millet",45,no,yes,,
Kenya,2-Mar-19,12:58:00 PM,"2019",Thange,3,5,-2.50363,37.9688,956.6,5,media/1551519820513.jpg,1,1,1,sloping,low_gradient_hill,footslope,no,yes,0,private,1,none,0,0,grassland,0,3,3,0,0,0,3,0,0,0,no,,no,no,no,uuid:243b8889-178c-4da5-826e-86b6c1dc0913,Cumass 44 cm,,,annual_crop,"Maize, cowpeas, beans, green grams, millet, pigeon peas",45,no,no,,
Kenya,2-Mar-19,8:31:00 AM,"2019",Thange,3,6,-2.49784,37.9653,967.9,5,media/1551504729184.jpg,3,2,2.5,sloping,low_gradient_hill,bottomland,no,yes,1,private,1,struc,0,0,bushland,0,0,2,0,0,0,1,0,0,0,no,,no,yes,no,uuid:22c86650-3299-42fa-b3cd-06dedbb13cc6,"Cumass 20 cm,infiltration","Fallow 2 years.
Plot has been used tractor for over 35 years.",,fallow,"Maize, cowpeas, pigeon peas",35,no,no,,2
Kenya,2-Mar-19,9:21:00 AM,"2019",Thange,3,7,-2.49705,37.9633,969.1,5,media/1551507701447.jpg,1,0,0.5,sloping,low_gradient_hill,bottomland,yes,yes,1,private,0,veg struc,25,25,cropland,0,3,0,0,0,0,1,1,0,0,no,,no,no,no,uuid:d73cf063-6cfb-4ec2-8ea1-1e74e9156bed,"Cumass 50 cm,infiltration","Home consumption, use ox plough, inter crop maize and cowpeas or beans or green grams",,annual_crop,"Maize, green grams, cowpeas, pigeon peas",48,no,yes,,
Kenya,2-Mar-19,1:15:00 PM,"2019",Thange,3,8,-2.5049,37.971,944.4,5,media/1551521780277.jpg,3,2,2.5,sloping,low_gradient_hill,footslope,yes,yes,0,private,0,none,0,0,cropland,0,3,0,0,0,0,0,0,0,0,no,,no,no,no,uuid:0a48a9d8-2054-4247-aa09-00ae52b83e4c,Cumass 50 cm,"Home consumption and cash crop,
Use tractor,. Inter crop maize and cowpeas or beans or green grams,
Earthing maize using ox plough",,annual_crop,"Maize, cowpeas, beans, green grams, pigeon peas",45,no,yes,,
Kenya,2-Mar-19,2:49:00 PM,"2019",Thange,3,9,-2.49796,37.9704,958.8,5,media/1551527428622.jpg,1,0,0.5,sloping,low_gradient_hill,bottomland,yes,yes,1,private,0,struc,0,0,cropland,0,3,0,0,0,0,1,0,0,0,no,,no,no,no,uuid:0d9c8b38-71e7-452a-bdf7-c0b1cceccc7d,Cumass 110 cm,"Home consumption and cash crop,
Use tractor,. Inter crop maize with cowpeas or green grams",,perennial_crop,"Maize, pigeon peas, cowpeas, green grams",45,no,yes,,
Kenya,2-Mar-19,12:22:00 PM,"2019",Thange,3,10,-2.50343,37.9681,957.1,5,media/1551518300594.jpg,2,0,1,sloping,low_gradient_hill,footslope,yes,no,0,private,1,none,0,0,cropland,0,3,0,0,0,0,2,0,0,0,no,,no,no,no,uuid:40b66128-79fd-4cd7-a3f0-a31e394c12c3,Cumass 110 cm,"Use tractor,
Cash crop and home consumption,
Graze after harvesting,
Inter crop maize and cowpeas or pigeon peas",,annual_crop,"Maize, pigeon peas, cowpeas, green grams",45,no,yes,,
Kenya,4-Mar-19,1:19:00 PM,"2019",Thange,4,1,-2.48003,37.9701,934,5,media/1551694789552.jpg,2,3,2.5,sloping,low_gradient_hill,midslope,yes,yes,0,private,0,struc,0,0,cropland,0,3,2,0,0,0,2,0,0,0,no,,no,no,no,uuid:6fc16aac-4ac4-45aa-a3dd-e3da093c84ab,Cumass 69 cm,Graze after harvesting.,,annual_crop,"Maize, cowpeas, green grams",10,no,yes,,
Kenya,4-Mar-19,10:31:00 AM,"2019",Thange,4,2,-2.48563,37.9703,957.2,5,media/1551684820920.jpg,1,1,1,sloping,low_gradient_hill,bottomland,yes,yes,1,private,0,struc,25,25,cropland,0,3,0,0,0,0,1,0,0,0,yes,,no,no,no,uuid:9f6d6728-2511-482f-99e5-9b2023b0b0c7,"Cumass 76 cm,infiltration","Use tractor,
Home consumption and cash crop,
Well maintained trenches",,annual_crop,"Maize, cowpeas, green grams,pigeon peas",23,no,yes,,
Kenya,4-Mar-19,2:56:00 PM,"2019",Thange,4,4,-2.47757,37.9676,945.1,5,media/1551700678255.jpg,2,1,1.5,sloping,low_gradient_hill,bottomland,yes,yes,1,private,0,struc,0,25,cropland,0,3,1,0,0,0,1,1,0,0,no,,no,no,no,uuid:1454c3b0-892e-4abf-889f-6134df27c308,Cumass 50 cm,"Use ox plough,
Inter crop maize and cowpeas or green grams",,perennial_crop,"Maize, beans, cowpeas, green grams,",49,no,yes,,
Kenya,4-Mar-19,12:33:00 PM,"2019",Thange,4,6,-2.48081,37.9725,928.7,5,media/1551692055263.jpg,3,2,2.5,sloping,low_gradient_hill,footslope,no,yes,1,private,0,none,25,100,bushland,1,0,3,0,0,0,1,0,0,0,,,,,,uuid:a5174361-70d2-4b1c-a54f-7841a06bd58d,Cumass 50 cm,,,pasture_rangeland,,,,,,
Kenya,4-Mar-19,8:49:00 AM,"2019",Thange,4,7,-2.48657,37.9662,958.4,5,media/1551678593384.jpg,2,1,1.5,sloping,low_gradient_hill,bottomland,yes,yes,1,private,0,struc,25,50,cropland,0,2,1,0,0,0,1,1,0,0,no,,no,no,no,uuid:d0c7c725-dc80-4c3d-b9b7-ba54929ae3ed,"Cumass 20 cm,infiltration","Use tractor,
Home consumption,
Inter crop maize and green grams",,perennial_crop,"Maize, cowpeas, green grams, pigeon peas",4,no,yes,,
Kenya,4-Mar-19,3:38:00 PM,"2019",Thange,4,8,-2.47928,37.9659,949.8,5,media/1551703138041.jpg,3,1,2,sloping,low_gradient_hill,footslope,yes,no,1,private,0,veg struc,0,0,cropland,0,3,0,0,0,0,2,0,0,0,no,,no,no,no,uuid:95b48569-5edb-4103-ba9d-277fc56f5511,Cumass 9cm,"Use ox plough,
Graze after harvesting",,perennial_crop,"Maize, cowpeas, pigeon peas",49,no,yes,,
Kenya,4-Mar-19,4:21:00 PM,"2019",Thange,4,9,-2.48041,37.969,937.5,5,media/1551705751169.jpg,3,3,3,sloping,low_gradient_hill,footslope,yes,no,0,private,0,none,0,0,cropland,0,3,1,0,0,0,1,0,0,0,no,,no,no,no,uuid:3e9cb01e-413a-4daf-88a2-9c7870842f42,Cumass 50 cm,,,annual_crop,"Maize, cowpeas, pigeon peas",13,no,yes,,
Kenya,4-Mar-19,9:51:00 AM,"2019",Thange,4,10,-2.48557,37.9663,957.2,5,media/1551682289494.jpg,1,0,0.5,sloping,low_gradient_hill,bottomland,yes,yes,1,private,0,struc,25,25,cropland,0,3,0,0,0,0,1,1,0,0,no,,no,no,no,uuid:5aed0f2b-71f4-451b-b2e9-2f7d5f5ec976,Cumass 110 cm,"Inter crop millet and cowpeas,
Home consumption",,annual_crop,"Maize, cowpeas, green grams, millet,pigeon peas",40,no,yes,,
Kenya,4-Mar-19,11:49:00 AM,"2019",Thange,4,13,-2.48307,37.9702,933.7,5,media/1551689371105.jpg,2,2,2,sloping,low_gradient_hill,footslope,yes,yes,1,private,0,struc,25,75,cropland,0,3,0,0,0,0,2,1,0,0,no,,no,no,no,uuid:5f21b370-ab10-44f5-a67c-3ebd9b300170,"Cumass  20 cm,infiltration","Home consumption and cash crop,
Use tractor,
Inter crop maize and cowpeas or green grams",,perennial_crop,"Cowpeas, maize, pigeon peas, green grams",50,no,yes,,
Kenya,23-Feb-19,8:36:00 AM,"2019",Thange,5,1,-2.54682,37.9878,941,4,media/1550900233724.jpg,1,1,1,sloping,plain,footslope,yes,yes,1,private,0,struc,0,50,cropland,0,3,0,0,0,0,1,1,0,0,no,,no,no,no,uuid:ca7bd42c-74cd-4d88-a62e-8a4a03ffa048,"Cumass 110 cm,infiltration","Use ox plough,
Sow seed using tractor,
Earthing using ox plough,
Home consumption and cash crop,
Inter crop maize and beans or cowpeas",,annual_crop,"Cowpeas, pigeon peas, maize, green grams, beans",48,no,yes,,
Kenya,23-Feb-19,9:07:00 AM,"2019",Thange,5,2,-2.55047,37.9875,939.1,4,media/1550902063703.jpg,0,1,0.5,sloping,plain,bottomland,yes,yes,1,private,0,struc,0,0,cropland,0,3,0,0,0,0,0,0,0,0,no,,no,no,no,uuid:f45bbdaf-e96a-4dce-bb48-a94d556c8892,Cumass 110 cm,"Home consumption,
Well managed trenches and farm.",,annual_crop,"Maize, beans, cowpeas, pigeon peas, mango",19,no,yes,,
Kenya,23-Feb-19,12:29:00 PM,"2019",Thange,5,3,-2.54978,37.978,951.6,5,media/1550913114621.jpg,2,1,1.5,level,plain,bottomland,yes,yes,0,private,0,struc,0,25,cropland,0,3,0,0,0,0,1,1,0,0,no,,no,no,no,uuid:61fb1bd1-8ae2-4cd1-9f94-8e9796115492,Cumass 42 cm,"They inter crop maize and cowpeas or beans,
Cash crop and home consumption",,annual_crop,"Maize, cowpeas, green grams,pigeon peas",32,no,yes,,
Kenya,23-Feb-19,11:28:00 AM,"2019",Thange,5,5,-2.55073,37.9785,947,5,media/1550910545298.jpg,0,1,0.5,level,plain,bottomland,yes,yes,0,private,0,struc,0,0,cropland,0,3,0,0,0,0,2,0,0,0,no,,no,no,no,uuid:b2efdf34-d754-4b81-be2f-97937ffc0ee6,Cumass 50 cm,"Inter crop maize and cowpeas or beans,
Home consumption and cash crop,
They graze after harvesting",,annual_crop,"Cowpeas, green grams, maize,beans",32,no,yes,,
Kenya,23-Feb-19,3:50:00 PM,"2019",Thange,5,6,-2.54573,37.9837,945.1,5,media/1550925514289.jpg,1,1,1,level,plain,bottomland,no,yes,1,private,1,none,225,275,bushland,2,0,3,0,0,0,2,0,0,0,,,,,,uuid:0ac3ec2b-1f9f-4a71-a5f1-283fb9da5293,,,,pasture_rangeland,,,,,,
Kenya,23-Feb-19,10:38:00 AM,"2019",Thange,5,7,-2.55141,37.9824,944.9,5,media/1550907514542.jpg,1,0,0.5,sloping,plain,bottomland,no,yes,1,private,0,struc,0,25,grassland,0,0,2,0,0,0,1,0,0,0,no,,no,yes,no,uuid:2619acd7-9261-4e91-9029-aa307e251e2f,Cumass 50 cm,Fallow 1 year,,fallow,"Maize, sorghum, cowpeas",48,no,no,,1
Kenya,23-Feb-19,3:11:00 PM,"2019",Thange,5,8,-2.54575,37.9833,927.6,5,media/1550923902267.jpg,0,1,0.5,level,plain,bottomland,no,yes,1,private,1,none,325,250,bushland,2,0,3,0,0,0,1,0,1,0,,,,,,uuid:c55980e7-efcd-41f6-ae03-9d3bb3e1f28b,,,,pasture_rangeland,,,,,,
Kenya,23-Feb-19,1:35:00 PM,"2019",Thange,5,9,-2.54425,37.9785,940.9,5,media/1550918148164.jpg,3,1,2,sloping,low_gradient_hill,footslope,no,yes,1,private,0,none,450,200,bushland,0,0,1,0,0,0,1,0,1,0,,,,,,uuid:eec23303-85c0-4aa0-a5a9-b5f7f0d56727,,,,pasture_rangeland,,,,,,
Kenya,23-Feb-19,4:39:00 PM,"2019",Thange,5,10,-2.54461,37.9843,940,5,media/1550926745975.jpg,0,0,0,level,plain,bottomland,no,yes,1,private,0,none,200,575,bushland,1,0,2,0,0,0,1,0,1,0,,,,,,uuid:071f7d22-ef0d-41e6-822f-0e7a68ebd7b8,,,,pasture_rangeland,,,,,,
Kenya,25-Feb-19,9:55:00 AM,"2019",Thange,6,1,-2.52793,37.9892,933.6,5,media/1551077867811.jpg,0,9,4.5,sloping,low_gradient_hill,ridge_crest,yes,yes,1,private,0,none,325,200,cropland,0,2,2,0,0,0,1,0,0,0,no,,no,no,no,uuid:39324555-801c-4b0e-80b9-abf6877f1790,Cumass 50 cm,"Inter crop maize and beans,
Use ox plough,
Home consumption and cash crop",,annual_crop,"Maize, green grams, cowpeas, beans, pigeon peas",50,no,yes,,
Kenya,25-Feb-19,8:37:00 AM,"2019",Thange,6,2,-2.52751,37.9938,921.2,5,media/1551073066560.jpg,6,4,5,sloping,low_gradient_hill,ridge_crest,yes,yes,1,private,0,struc,350,50,cropland,0,3,1,0,0,0,2,1,1,0,no,,no,no,no,uuid:84e4c5a0-4c36-447d-b78f-29bc3da3ba60,"Cumass 20 cm,infiltration","Use ox plough,
Home consumption and cash crop,
Use local seed varieties",,annual_crop,"Maize, beans,cowpeas, green grams, Pearl millet, millet",50,no,yes,,
Kenya,25-Feb-19,1:28:00 PM,"2019",Thange,6,3,-2.52381,37.9899,929.9,5,media/1551089700056.jpg,1,2,1.5,sloping,valley,bottomland,no,yes,1,communal,1,none,125,175,shrubland,0,0,2,0,0,0,2,0,0,0,,,,,,uuid:9c223a55-2fd2-4cb9-84c6-145cad4fedf7,Cumass 50 cm,,,pasture_rangeland,,,,,,
Kenya,25-Feb-19,3:07:00 PM,"2019",Thange,6,5,-2.53206,37.9904,938.9,5,media/1551096503862.jpg,1,2,1.5,sloping,low_gradient_hill,bottomland,no,yes,1,private,0,none,175,650,bushland,0,0,2,0,0,0,0,0,0,0,,,,,,uuid:7312235b-6cd0-4727-b9f8-c52ef492f6f6,,,,pasture_rangeland,,,,,,
Kenya,25-Feb-19,12:25:00 PM,"2019",Thange,6,6,-2.52413,37.9902,923.1,5,media/1551086732656.jpg,4,3,3.5,sloping,valley,bottomland,no,yes,1,private,1,none,200,550,bushland,1,1,2,0,0,0,2,0,1,0,,,,,,uuid:4b4153a7-ff74-4409-9b39-ef47b6d87d65,"Cumass 73 cm,infiltration",Plot 3 & 4 were cultivated but now are fallow 3 years.,,fallow,,,,,,
Kenya,25-Feb-19,11:25:00 AM,"2019",Thange,6,7,-2.52429,37.9941,904.9,5,media/1551083173283.jpg,1,0,0.5,sloping,low_gradient_hill,bottomland,yes,yes,1,private,0,struc,0,0,cropland,0,3,1,0,0,0,2,0,0,0,no,,no,no,no,uuid:eeb6ba6b-2d43-4db6-993d-7f30b86b6242,Cumass 20 cm,"They graze after harvesting,
They inter crop maize and beans or cowpeas,
Home consumption and cash crop",,annual_crop,"Maize, pigeon peas, beans, cowpeas",45,no,yes,,
Kenya,25-Feb-19,10:53:00 AM,"2019",Thange,6,8,-2.52614,37.9921,912.3,5,media/1551081350367.jpg,4,2,3,sloping,low_gradient_hill,footslope,yes,yes,1,private,1,struc,50,75,cropland,2,2,1,0,0,0,2,0,1,0,no,,no,no,no,uuid:f392d178-a343-40fb-8c08-de00ef029fc1,Cumass 7 cm,Inter cropping millet and beans,,annual_crop,"Maize, cowpeas, green grams, pigeon peas",10,no,yes,,
Kenya,25-Feb-19,3:43:00 PM,"2019",Thange,6,9,-2.5303,37.9875,944.4,5,media/1551098661769.jpg,2,1,1.5,sloping,low_gradient_hill,bottomland,no,yes,1,private,0,struc,0,0,shrubland,0,0,3,0,0,0,1,0,0,0,,,,,,uuid:87fac68e-a6fc-406e-b724-21c17a56d91f,,Fallow over 5 years.,,fallow,,,,,,
Kenya,25-Feb-19,9:13:00 AM,"2019",Thange,6,10,-2.5276,37.9897,927.1,5,media/1551075249830.jpg,6,5,5.5,sloping,low_gradient_hill,ridge_crest,yes,yes,1,private,0,none,225,200,cropland,0,2,1,0,0,0,1,0,1,0,no,,no,no,no,uuid:c4c58e10-53cb-457f-9668-ed74eb94a387,"Cumass 25 cm,infiltration",,,annual_crop,"Maize, beans, pigeon peas, green grams",50,no,yes,,
Kenya,25-Feb-19,4:42:00 PM,"2019",Thange,6,13,-2.53037,37.9868,936.7,5,media/1551100087467.jpg,1,2,1.5,sloping,low_gradient_hill,midslope,no,yes,1,private,0,struc,150,25,shrubland,0,0,3,0,0,0,1,0,0,0,,,,,,uuid:49aadeb3-eafd-466b-922e-2e3707c5b03e,,,,fallow,,,,,,
Kenya,26-Feb-19,1:31:00 PM,"2019",Thange,7,1,-2.4952,37.9861,940.7,5,media/1551177139166.jpg,1,1,1,sloping,low_gradient_hill,bottomland,yes,yes,1,private,1,none,0,0,cropland,0,3,0,0,0,0,1,0,0,0,no,,no,no,no,uuid:c9cc3485-38ef-464d-b3da-36d836c64b88,"Cumass 20 cm,infiltration",,,annual_crop,"Maize, cowpeas, pigeon peas,",45,no,yes,,
Kenya,26-Feb-19,10:16:00 AM,"2019",Thange,7,2,-2.49003,37.9856,951.6,4,media/1551165406093.jpg,1,1,1,level,plain,bottomland,yes,no,0,private,0,struc,0,0,cropland,0,3,1,0,0,0,1,0,0,0,no,,no,no,no,uuid:23f10f73-7b8f-4186-bc92-f3f6ff40a35b,"Cumass 110 cm , infiltration","Use tractor or ox plough,
Cash crop and home consumption,
Inter crop maize and beans or green grams, cowpeas,
Graze after harvesting",,annual_crop,"Maize, cowpeas, beans, pigeon peas",45,no,yes,,
